Period,Sensor,Vegetation,North,West,Calendar Day,Hour,Temp,Humidity,Precipitation,AcouOccupancy_left,Bioac_left,Ht_left,Hf_left,H_left,ACI_left,AEI_villa_left,M_left,NDSI_left,ADI_left,npic_left
1,9219,Riparian,39.98615,86.04456,20150417,22,63.1,50,0,0.674859686,30.80208116,0.977949892,0.976423858,0.954893607,1805.976922,0.802782,9.12E-12,-0.612146939,1.661483,1
1,9219,Riparian,39.98615,86.04456,20150417,23,60.4,59,0,1,30.99008163,0.980752189,0.975776249,0.956994692,1816.14485,0.316556,9.74E-12,-0.64318179,2.877632,1
1,9219,Riparian,39.98615,86.04456,20150418,0,56.8,63,0,1,30.57779747,0.980163043,0.97601084,0.956649755,1795.466993,0.292835,9.51E-12,-0.520504503,2.884372,0
1,9219,Riparian,39.98615,86.04456,20150418,1,55.4,70,0,1,30.07548863,0.980870165,0.976057906,0.957386079,1796.885497,0.280943,9.72E-12,-0.555506525,2.911749,1
1,9219,Riparian,39.98615,86.04456,20150418,2,53.2,79,0,1,30.02807325,0.981092989,0.976616156,0.958151264,1802.261526,0.18434,9.83E-12,0.0983287,2.923032,3
1,9219,Riparian,39.98615,86.04456,20150418,3,51.6,83,0,1,29.51511351,0.981307346,0.976452956,0.958200458,1795.275935,0.24077,9.89E-12,0.495252493,2.934735,0
1,9219,Riparian,39.98615,86.04456,20150418,4,51.6,86,0,1,29.43700968,0.981400511,0.976888725,0.958719094,1795.178706,0.273442,9.92E-12,0.43172354,2.917838,2
1,9219,Riparian,39.98615,86.04456,20150418,5,49.8,87,0,1,29.86639478,0.980602758,0.977014488,0.958063102,1793.226056,0.311119,9.59E-12,0.228742382,2.871128,0
1,9219,Riparian,39.98615,86.04456,20150418,6,49.8,90,0,1,30.21810941,0.980599365,0.97725153,0.95829223,1798.366517,0.41474,9.70E-12,0.458947787,2.760702,1
1,9219,Riparian,39.98615,86.04456,20150418,7,49.3,90,0,1,43.86172281,0.980405525,0.966307794,0.9473735,1860.55459,0.410959,9.68E-12,0.73912236,2.728726,8
1,9219,Riparian,39.98615,86.04456,20150418,8,50.5,92,0,0.999806464,39.83501593,0.98066762,0.970376221,0.951616539,1873.581945,0.607245,9.68E-12,0.305049737,2.418102,7
1,9219,Riparian,39.98615,86.04456,20150418,9,58.3,82,0,0.998064641,38.19329313,0.980799635,0.970730203,0.952091828,1821.291266,0.604566,9.72E-12,0.503004234,2.439374,15
1,9219,Riparian,39.98615,86.04456,20150418,10,66.9,57,0,0.996129282,35.88030823,0.975976975,0.972089256,0.948736731,1809.624855,0.843263,8.89E-12,0.313493532,1.475758,12
1,9219,Riparian,39.98615,86.04456,20150418,11,74.1,39,0,1,42.42938746,0.976931018,0.964416151,0.942168052,1955.555199,0.609328,9.09E-12,0.898523542,2.706898,8
1,9219,Riparian,39.98615,86.04456,20150418,12,76.5,33,0,0.99903232,34.56836498,0.980967687,0.975936576,0.957362245,1825.261263,0.528391,9.77E-12,0.646104228,2.452205,23
1,9219,Riparian,39.98615,86.04456,20150418,13,77.9,30,0,0.976969228,39.25401464,0.97943619,0.971133398,0.951163196,1890.77592,0.653415,9.42E-12,0.868451071,2.518156,16
1,9219,Riparian,39.98615,86.04456,20150418,14,80.6,30,0,0.07083414,36.05965297,0.965051414,0.975202019,0.941120087,1840.44905,0.934645,6.86E-12,0.70265077,0.458565,5
1,9219,Riparian,39.98615,86.04456,20150418,15,81,33,0,0.123862977,32.60811236,0.975417627,0.973497822,0.949566935,1813.57739,0.949033,8.66E-12,0.534879135,0.215834,10
1,9219,Riparian,39.98615,86.04456,20150418,16,79.2,32,0,0.02690149,38.20454109,0.972436606,0.973643111,0.946806202,1860.878006,0.94164,8.34E-12,0.419965224,0.148942,8
