Period,Sensor,Vegetation,North,West,Calendar Day,Hour,Temp,Humidity,Precipitation,AcouOccupancy_left,Bioac_left,Ht_left,Hf_left,H_left,ACI_left,AEI_villa_left,M_left,NDSI_left,ADI_left,npic_left
3,9219,Riparian,39.98615,86.04456,20151003,12,48,88,0.12,1,50.96727157,0.979877027,0.96893295,0.949435139,1792.212675,0.503055,9.58E-12,0.626520101,2.597163,0
3,9219,Riparian,39.98615,86.04456,20151003,13,47.3,92,0.12,1,50.93584325,0.97888142,0.973385887,0.952829359,1971.56601,0.528435,9.37E-12,0.441973046,2.584295,1
3,9219,Riparian,39.98615,86.04456,20151003,14,48,89,0.13,1,45.59317975,0.979711737,0.969558927,0.949888261,1811.694612,0.645499,9.51E-12,0.380929509,2.294933,1
3,9219,Riparian,39.98615,86.04456,20151003,15,49.1,86,0.13,1,54.48765028,0.974149188,0.968405775,0.9433717,1791.91661,0.730617,8.64E-12,0.477823109,2.063754,0
3,9219,Riparian,39.98615,86.04456,20151003,16,49.1,86,0.13,0.80781885,44.68358522,0.968121772,0.969787407,0.938872303,1796.730991,0.899581,7.82E-12,0.433577225,1.025982,5
3,9219,Riparian,39.98615,86.04456,20151003,17,49.5,86,0.13,0.998451713,37.2844387,0.980391258,0.974763393,0.955649509,1840.801824,0.608331,9.67E-12,0.228692749,2.417734,14
3,9219,Riparian,39.98615,86.04456,20151003,18,49.3,87,0.13,1,36.56252985,0.980827939,0.975121652,0.95642656,1797.189952,0.492868,9.70E-12,0.329844588,2.647668,3
3,9219,Riparian,39.98615,86.04456,20151003,19,48.9,87,0.13,1,39.1697735,0.980125213,0.971971444,0.952653719,1789.193919,0.652797,9.62E-12,0.446733408,2.309987,2
3,9219,Riparian,39.98615,86.04456,20151003,20,48.6,89,0.13,0.99148442,32.3267474,0.979399444,0.976725734,0.95660464,1789.942472,0.695409,9.45E-12,-0.214100853,2.174807,1
3,9219,Riparian,39.98615,86.04456,20151003,21,48.6,90,0.13,0.995548674,41.98531006,0.979460692,0.97165492,0.951697801,1794.278694,0.821804,9.52E-12,0.408533367,1.635368,1
3,9219,Riparian,39.98615,86.04456,20151003,22,48.7,91,0.13,1,43.03414853,0.979592651,0.970072443,0.950275836,1791.393534,0.552846,9.44E-12,0.430100913,2.529389,2
3,9219,Riparian,39.98615,86.04456,20151003,23,48.9,91,0.13,1,36.07799698,0.980533357,0.974199974,0.955235571,1794.207333,0.582117,9.68E-12,0.290840723,2.48918,2
1,15099,Berm,39.98634,86.04414,20150416,0,55.8,63,0.01,0.000193536,30.07925503,0.979101841,0.975464689,0.955079273,1795.705833,0.952518,9.40E-12,0.232718419,0.107022,0
1,15099,Berm,39.98634,86.04414,20150416,1,53.2,79,0.01,0,31.43727368,0.972924625,0.976188148,0.949757488,1828.602523,0.954545,8.17E-12,0.226035516,0,1
1,15099,Berm,39.98634,86.04414,20150416,2,54.7,74,0.01,0,30.73356965,0.973791478,0.97701905,0.951412824,1837.032154,0.954545,8.40E-12,0.101619874,0,0
1,15099,Berm,39.98634,86.04414,20150416,3,52.7,79,0.01,0.000387072,29.78109625,0.977497496,0.975482918,0.953532109,1796.385507,0.95293,9.05E-12,0.437808282,0.089078,0
1,15099,Berm,39.98634,86.04414,20150416,4,51.3,83,0.01,0.000193536,30.03914164,0.97771046,0.976164215,0.954405964,1797.160381,0.954012,9.17E-12,0.275526871,0.035988,0
1,15099,Berm,39.98634,86.04414,20150416,5,51.4,82,0.02,0.693052061,30.23726676,0.980743606,0.976353823,0.957552768,1799.821423,0.842734,9.74E-12,0.107536944,1.502951,2
1,15099,Berm,39.98634,86.04414,20150416,6,51.6,85,0.02,0.664408748,32.38492307,0.980612858,0.976566668,0.957633832,1799.507343,0.921278,9.69E-12,-0.012648232,0.754866,1
1,15099,Berm,39.98634,86.04414,20150416,7,50.7,89,0.04,0.994580995,43.48796998,0.980599003,0.964844819,0.946125867,1875.533996,0.791831,9.71E-12,0.588710652,1.806664,10
1,15099,Berm,39.98634,86.04414,20150416,8,53.8,87,0.04,0.963034643,39.53623319,0.980527027,0.962815306,0.94406643,1870.845815,0.856333,9.68E-12,0.685395371,1.400843,11
1,15099,Berm,39.98634,86.04414,20150416,9,55.4,86,0.04,0.599380685,39.79690265,0.975436707,0.960407834,0.936817055,1843.772221,0.879964,8.79E-12,0.859532498,1.214777,5
1,15099,Berm,39.98634,86.04414,20150416,10,57.2,86,0.04,0.275401587,44.82010965,0.973806682,0.966931597,0.941604451,1928.30722,0.941462,8.66E-12,0.765218413,0.395263,11
1,15099,Berm,39.98634,86.04414,20150416,11,60.1,83,0.04,0.167021482,38.67899823,0.970615856,0.967060461,0.938644217,1819.223304,0.917835,8.15E-12,0.844787229,0.678502,8
1,15099,Berm,39.98634,86.04414,20150416,12,61.5,85,0.04,0.353977163,42.93228452,0.968857853,0.964756095,0.934711519,1872.973574,0.864761,7.68E-12,0.839106007,1.290006,11
1,15099,Berm,39.98634,86.04414,20150416,13,62.1,87,0.04,0.253144958,41.71543172,0.964460629,0.96438755,0.930113823,1842.928209,0.924867,7.01E-12,0.918138087,0.678881,8
1,15099,Berm,39.98634,86.04414,20150416,14,64.8,82,0.04,0.652215986,38.2887256,0.977689982,0.965164873,0.943632027,1853.349803,0.830757,9.19E-12,0.895531326,1.562913,7
1,15099,Berm,39.98634,86.04414,20150416,15,68.4,82,0.04,0.405651248,36.47808132,0.977778001,0.973903498,0.952261415,1855.358889,0.886173,9.10E-12,0.547686239,0.917696,11
1,15099,Berm,39.98634,86.04414,20150416,16,67.6,74,0.04,0.986258951,39.67940508,0.980651321,0.968899939,0.950153005,1870.238575,0.704751,9.71E-12,0.624841567,2.126322,14
1,15099,Berm,39.98634,86.04414,20150416,17,66.9,76,0.04,0.999612928,36.11245573,0.980343635,0.971109616,0.952021131,1840.59802,0.597274,9.60E-12,0.289204168,2.442869,11
1,15099,Berm,39.98634,86.04414,20150416,18,67.3,76,0.04,0.739887749,42.11439473,0.977841428,0.966481145,0.945065303,1882.615983,0.812095,9.23E-12,0.697477012,1.623158,10
1,15099,Berm,39.98634,86.04414,20150416,19,64.6,83,0.04,0.689568415,33.22679372,0.980135347,0.974436366,0.955079526,1805.098021,0.858023,9.57E-12,0.029819465,1.363077,3
1,15099,Berm,39.98634,86.04414,20150416,20,62.6,84,0.04,0.457325334,33.13131514,0.97998709,0.973720812,0.954233825,1803.318704,0.85522,9.58E-12,0.260121453,1.366569,11
1,15099,Berm,39.98634,86.04414,20150416,21,61.3,87,0.04,0.302690149,30.8705034,0.980898857,0.975928807,0.957287451,1801.126305,0.762424,9.71E-12,0.291677746,1.924234,2
1,15099,Berm,39.98634,86.04414,20150416,22,60.3,88,0.04,0.990516741,30.41363011,0.980807576,0.974940102,0.956228638,1792.954429,0.597508,9.71E-12,0.491431749,2.453008,0
1,15099,Berm,39.98634,86.04414,20150416,23,58.3,91,0.04,0.959744533,30.52335113,0.980575516,0.975391297,0.956444825,1793.182793,0.663693,9.68E-12,0.283969785,2.281232,2
1,15099,Berm,39.98634,86.04414,20150417,0,55.6,96,0,0.993032708,30.38770892,0.980836293,0.976206625,0.957498887,1793.103554,0.554043,9.71E-12,0.168020855,2.545023,0
1,15099,Berm,39.98634,86.04414,20150417,1,53.8,97,0,1,29.56522262,0.980684659,0.975658012,0.956812844,1796.682197,0.629708,9.68E-12,0.494995551,2.376152,2
1,15099,Berm,39.98634,86.04414,20150417,2,51.8,97,0,1,29.39217214,0.980425728,0.97588228,0.956780095,1796.623222,0.500518,9.66E-12,0.625480858,2.643412,0
1,15099,Berm,39.98634,86.04414,20150417,3,50.5,98,0,1,29.57691188,0.9810111,0.976566995,0.958023062,1797.933521,0.41827,9.72E-12,0.600356632,2.75966,1
1,15099,Berm,39.98634,86.04414,20150417,4,49.3,98,0,1,29.62497338,0.980401531,0.976819669,0.957675499,1799.489348,0.731797,9.61E-12,0.372936392,2.041983,0
1,15099,Berm,39.98634,86.04414,20150417,5,49.3,98,0,0.91310238,30.14970404,0.979776864,0.977013586,0.957255308,1808.465779,0.710345,9.59E-12,0.379102534,2.1164,2
1,15099,Berm,39.98634,86.04414,20150417,6,48.7,98,0,0.973872653,36.32550295,0.980186784,0.975810208,0.956476269,1885.48042,0.629214,9.60E-12,0.245498147,2.359515,14
1,15099,Berm,39.98634,86.04414,20150417,7,47.3,98,0,0.998064641,39.84444441,0.980705145,0.967511996,0.948843993,1846.87206,0.774411,9.72E-12,0.515773262,1.877773,14
1,15099,Berm,39.98634,86.04414,20150417,8,47.5,99,0,0.876911167,45.3502691,0.980401019,0.963661299,0.94477452,1893.32538,0.809029,9.65E-12,0.598404356,1.667302,14
1,15099,Berm,39.98634,86.04414,20150417,9,50.5,99,0,0.761757306,37.06728081,0.980914174,0.970144855,0.951628839,1815.449305,0.875821,9.76E-12,0.365128049,1.255797,8
1,15099,Berm,39.98634,86.04414,20150417,10,54.9,99,0,0.983355913,42.16840693,0.980467872,0.96355264,0.944732406,1847.723627,0.766648,9.68E-12,0.746622832,1.924316,8
1,15099,Berm,39.98634,86.04414,20150417,11,66,66,0,0.970776079,39.24136668,0.980830876,0.967048936,0.948511454,1827.276114,0.598503,9.69E-12,0.722010027,2.443116,12
1,15099,Berm,39.98634,86.04414,20150417,12,70.3,46,0,0.616218308,40.18832625,0.97664754,0.96356281,0.941061248,1857.838327,0.854803,8.98E-12,0.770748531,1.40303,7
1,15099,Berm,39.98634,86.04414,20150417,13,75,33,0,0.968453648,36.60989859,0.979045277,0.968653899,0.948356025,1824.255797,0.882665,9.39E-12,0.482191238,1.123531,11
1,15099,Berm,39.98634,86.04414,20150417,14,76.3,33,0,0.114766789,32.20921836,0.975115996,0.973069446,0.948855582,1800.462051,0.943033,8.77E-12,0.273610604,0.370362,6
1,15099,Berm,39.98634,86.04414,20150417,15,76.5,31,0,0.406812464,32.89838246,0.976808956,0.971540206,0.949009174,1807.610569,0.897181,8.98E-12,0.368202108,0.992004,5
1,15099,Berm,39.98634,86.04414,20150417,16,77,34,0,0.568802013,32.99072855,0.979395426,0.971162663,0.95115227,1815.269978,0.80677,9.44E-12,0.409556003,1.682977,5
1,15099,Berm,39.98634,86.04414,20150417,17,76.6,29,0,0.303851364,32.23085372,0.977598455,0.972978419,0.951182199,1797.145679,0.879346,9.08E-12,0.040823162,1.215063,5
1,15099,Berm,39.98634,86.04414,20150417,18,76.3,34,0,0.912328237,32.25345629,0.980717409,0.972439689,0.953688532,1799.844009,0.787003,9.73E-12,0.12954157,1.828123,8
1,15099,Berm,39.98634,86.04414,20150417,19,73.9,33,0,0.871298626,37.40389103,0.978869638,0.971846372,0.951310906,1868.452913,0.841097,9.26E-12,0.334320123,1.452817,17
1,15099,Berm,39.98634,86.04414,20150417,20,71.1,39,0,0.99903232,31.58058613,0.980219154,0.97444923,0.9551738,1791.206401,0.77485,9.57E-12,0.005876864,1.883697,5
1,15099,Berm,39.98634,86.04414,20150417,21,67.8,43,0,0.999612928,30.49330068,0.980633741,0.976260327,0.957353816,1801.994823,0.710755,9.62E-12,-0.014218207,2.143697,0
1,15099,Berm,39.98634,86.04414,20150417,22,63.1,50,0,0.438745887,29.98477619,0.976943212,0.974335335,0.951870292,1794.874477,0.780127,8.87E-12,-0.168104725,1.86375,0
1,15099,Berm,39.98634,86.04414,20150417,23,60.4,59,0,1,30.23904639,0.980800987,0.97466937,0.95595668,1791.348216,0.41647,9.72E-12,-0.392733002,2.760437,1
1,15099,Berm,39.98634,86.04414,20150418,0,56.8,63,0,1,30.54059227,0.980259924,0.9755994,0.956340994,1794.784706,0.317907,9.64E-12,-0.435036086,2.865455,1
1,15099,Berm,39.98634,86.04414,20150418,1,55.4,70,0,1,29.64423036,0.980788798,0.975373556,0.956635458,1794.005431,0.388971,9.67E-12,-0.319213205,2.794507,0
1,15099,Berm,39.98634,86.04414,20150418,2,53.2,79,0,1,29.75288542,0.980801819,0.975939483,0.95720322,1791.150301,0.300828,9.74E-12,0.280487311,2.883641,1
1,15099,Berm,39.98634,86.04414,20150418,3,51.6,83,0,1,30.25617881,0.980968912,0.976848826,0.95825833,1799.669011,0.322946,9.80E-12,0.274939356,2.863605,9
1,15099,Berm,39.98634,86.04414,20150418,4,51.6,86,0,1,29.37710101,0.981097022,0.976572415,0.958112288,1796.169992,0.368462,9.75E-12,0.329936609,2.818049,0
1,15099,Berm,39.98634,86.04414,20150418,5,49.8,87,0,1,29.33089907,0.980077617,0.976770871,0.957311268,1792.459118,0.341887,9.49E-12,0.306469101,2.844666,2
1,15099,Berm,39.98634,86.04414,20150418,6,49.8,90,0,1,29.91070015,0.980717372,0.976945488,0.958107412,1791.749713,0.579885,9.77E-12,0.250805769,2.494672,1
1,15099,Berm,39.98634,86.04414,20150418,7,49.3,90,0,1,40.96995855,0.980792617,0.965709831,0.947161072,1846.704468,0.559009,9.71E-12,0.748270355,2.532583,8
1,15099,Berm,39.98634,86.04414,20150418,8,50.5,92,0,0.999419392,48.84729794,0.980581793,0.960670323,0.942015828,1997.633343,0.553055,9.68E-12,0.851956312,2.527835,12
1,15099,Berm,39.98634,86.04414,20150418,9,58.3,82,0,0.997484033,42.03189474,0.980791634,0.968112812,0.949516948,1901.280699,0.571412,9.74E-12,0.55093847,2.475498,6
1,15099,Berm,39.98634,86.04414,20150418,10,66.9,57,0,0.978517515,40.0284377,0.975580686,0.963999354,0.940459152,1828.984533,0.876829,8.72E-12,0.707348245,1.223256,11
1,15099,Berm,39.98634,86.04414,20150418,11,74.1,39,0,1,36.43421054,0.981002469,0.967102582,0.948730021,1858.131949,0.510078,9.83E-12,0.686245568,2.605926,6
1,15099,Berm,39.98634,86.04414,20150418,12,76.5,33,0,0.049351655,32.65526751,0.97453479,0.972984156,0.94820691,1799.341536,0.948343,8.78E-12,0.529549314,0.205846,6
1,15099,Berm,39.98634,86.04414,20150418,13,77.9,30,0,0.099864525,36.03738705,0.964275897,0.969447602,0.934814957,1847.851732,0.934787,6.70E-12,0.680021976,0.53231,4
1,15099,Berm,39.98634,86.04414,20150418,14,80.6,30,0,0.000193536,34.70515062,0.96458519,0.976526229,0.941942738,1885.3223,0.954536,7.00E-12,0.032729262,0.001055,7
1,15099,Berm,39.98634,86.04414,20150418,15,81,33,0,0,31.9482994,0.974081726,0.973757527,0.948519412,1824.087571,0.954545,8.45E-12,0.307047283,0,6
1,15099,Berm,39.98634,86.04414,20150418,16,79.2,32,0,0,34.2489473,0.975187676,0.978477869,0.95419956,1905.092618,0.954545,8.69E-12,-0.011236516,0,4
1,15099,Berm,39.98634,86.04414,20150418,17,79,48.2,0,0.002903039,34.91642999,0.969983072,0.975037845,0.945770205,1883.668417,0.954517,7.60E-12,-0.025279369,0.002796,7
1,15099,Berm,39.98634,86.04414,20150418,18,77.2,47.5,0,0.014515193,33.91150344,0.970718657,0.973138723,0.944643914,1822.799757,0.95232,7.94E-12,0.017079529,0.0945,7
1,15099,Berm,39.98634,86.04414,20150418,19,76.5,47.5,0,0.190052255,32.35296812,0.977293626,0.972903257,0.950812151,1803.993008,0.944341,9.04E-12,0.458559493,0.327663,7
1,15099,Berm,39.98634,86.04414,20150418,20,74.5,49.3,0,0.999806464,31.84163581,0.978777313,0.973415304,0.952756815,1807.506115,0.672617,9.29E-12,0.198788452,2.257179,3
1,15099,Berm,39.98634,86.04414,20150418,21,70.7,48.9,0,0.998258177,30.94672114,0.980410457,0.976689688,0.957556783,1807.79084,0.609156,9.68E-12,-0.713463099,2.438024,5
1,15099,Berm,39.98634,86.04414,20150418,22,67.6,49.5,0,1,30.00148803,0.980747677,0.974782787,0.956015954,1797.128008,0.375316,9.63E-12,0.389012488,2.806883,0
1,15099,Berm,39.98634,86.04414,20150418,23,66.7,49.6,0,1,30.398884,0.980745512,0.973895176,0.955143323,1797.628201,0.476474,9.72E-12,-0.518709341,2.677794,0
1,15099,Berm,39.98634,86.04414,20150419,0,64,65,0,0.000774144,31.09849316,0.969776267,0.97515426,0.945681458,1824.763352,0.952289,7.61E-12,-0.318393691,0.116231,9
1,15099,Berm,39.98634,86.04414,20150419,1,61.3,65,0,0.006580221,38.42604906,0.971149289,0.978454791,0.950225675,1867.583228,0.941491,7.90E-12,0.164310465,0.262003,26
1,15099,Berm,39.98634,86.04414,20150419,2,58.8,64,0,0,32.29687194,0.964751825,0.978089863,0.94361398,1848.618219,0.954536,6.82E-12,-0.110178376,0.001077,0
1,15099,Berm,39.98634,86.04414,20150419,3,56.1,66,0,0.522546932,29.86973029,0.980287146,0.974596897,0.955384811,1792.589948,0.881121,9.60E-12,-0.683666579,1.226927,1
1,15099,Berm,39.98634,86.04414,20150419,4,56.1,66,0,0.000387072,29.84992986,0.966895126,0.975408869,0.943118081,1800.089436,0.954492,7.37E-12,0.427956887,0.004768,2
1,15099,Berm,39.98634,86.04414,20150419,5,54.9,44.4,0,0.000193536,29.83826633,0.957360657,0.975557609,0.933960474,1794.31263,0.954545,7.37E-12,0.322668581,0,2
1,15099,Berm,39.98634,86.04414,20150419,6,54.3,70,0,0.994968067,29.84273358,0.980665264,0.975331983,0.956474196,1793.214953,0.579081,9.66E-12,0.155981154,2.494803,2
1,15099,Berm,39.98634,86.04414,20150419,7,53.6,44.1,0,0.477646603,39.00988541,0.970582545,0.969722076,0.941195321,1853.998961,0.905144,8.16E-12,0.749754994,0.792243,8
1,15099,Berm,39.98634,86.04414,20150419,8,53.8,44.2,0,0.633055932,37.93286864,0.97857105,0.971966655,0.95113843,1852.911728,0.92438,9.38E-12,0.570384993,0.575033,14
1,15099,Berm,39.98634,86.04414,20150419,9,55.6,45.1,0,0.141474744,40.82933218,0.96992112,0.96786449,0.938752209,1849.657925,0.937574,7.93E-12,0.816796374,0.372437,13
1,15099,Berm,39.98634,86.04414,20150419,10,57.4,46,0,0.067931101,33.8263328,0.975454202,0.973067179,0.949182469,1816.722709,0.950605,8.79E-12,0.090496773,0.148055,8
1,15099,Berm,39.98634,86.04414,20150419,11,61,63,0,0.013934585,42.76843278,0.972388427,0.974440377,0.947534545,1906.5849,0.952182,8.20E-12,0.303860129,0.079088,6
1,15099,Berm,39.98634,86.04414,20150419,12,58.3,80,0.02,0.046061544,43.17611337,0.972382003,0.973299005,0.946418436,1896.880528,0.9501,8.12E-12,0.199988243,0.162955,4
1,15099,Berm,39.98634,86.04414,20150419,13,56.7,89,0.13,1,41.49990071,0.978954869,0.96409315,0.943803683,1919.651333,0.580621,9.39E-12,0.698399435,2.374853,1
1,15099,Berm,39.98634,86.04414,20150419,14,57,93,0.36,0.064447455,44.28591752,0.974522557,0.965257523,0.940665229,1990.640635,0.93133,8.50E-12,0.532748201,0.467252,3
1,15099,Berm,39.98634,86.04414,20150419,15,60.1,94,0.46,0.264563577,43.75880042,0.974375567,0.964971199,0.940244359,1887.431137,0.914586,8.52E-12,0.740402912,0.744007,6
1,15099,Berm,39.98634,86.04414,20150419,16,,,,0.075866073,43.35797875,0.972920715,0.965489519,0.939344753,1938.138744,0.942967,8.24E-12,0.687450555,0.337598,0
1,15099,Berm,39.98634,86.04414,20150419,17,,,,0.943874589,43.9733344,0.972341505,0.967924406,0.941153074,2052.367748,0.86666,8.06E-12,0.774046969,1.346447,1
1,15099,Berm,39.98634,86.04414,20150419,18,,,,0.065028063,41.48294435,0.970352961,0.966735249,0.938074412,1896.112785,0.947873,7.93E-12,0.533617726,0.211878,5
1,15099,Berm,39.98634,86.04414,20150419,19,62.4,95,0.48,0.029030385,43.3020106,0.955442756,0.959733397,0.916970322,1937.766832,0.953443,5.69E-12,0.763840419,0.060042,3
1,15099,Berm,39.98634,86.04414,20150419,20,61.9,96,0.48,1,40.22511089,0.980643259,0.962462338,0.943832204,1821.948372,0.559335,9.69E-12,0.911705226,2.519375,7
1,15099,Berm,39.98634,86.04414,20150419,21,61.3,96,0.48,0.114766789,32.68489835,0.96923827,0.974838389,0.944850674,1805.897772,0.927678,7.81E-12,-0.638836643,0.628251,2
1,15099,Berm,39.98634,86.04414,20150419,22,62.1,97,0.5,0.00096768,39.54805005,0.957179816,0.96876425,0.927281587,1894.361487,0.9545,6.26E-12,0.068580846,0.004335,2
1,15099,Berm,39.98634,86.04414,20150419,23,62.2,94,0.54,1,42.23497603,0.977362349,0.96801821,0.946104552,1920.715164,0.764919,9.23E-12,0.419418577,1.867425,1
1,15099,Berm,39.98634,86.04414,20150509,0,68.7,83,0,0.261854074,30.77510501,0.980198981,0.97361469,0.954336127,1801.364849,0.852721,9.58E-12,0.174233012,1.397677,2
1,15099,Berm,39.98634,86.04414,20150509,1,68.5,84,0,0.992839172,30.20301072,0.980948943,0.97409504,0.9555375,1793.130718,0.59663,9.77E-12,0.017946058,2.455532,0
1,15099,Berm,39.98634,86.04414,20150509,2,68.2,87,0,1,30.30222621,0.980869247,0.974160808,0.955524378,1794.514295,0.516442,9.68E-12,0.757135296,2.613444,1
1,15099,Berm,39.98634,86.04414,20150509,3,67.8,88,0,0.010450939,30.74799351,0.976558682,0.975422901,0.952557702,1792.415414,0.944176,9.11E-12,0.33938644,0.363783,1
1,15099,Berm,39.98634,86.04414,20150509,4,67.3,92,0.01,0,32.80481278,0.963594961,0.974742764,0.939257216,1795.1876,0.954545,7.11E-12,0.707518561,0,4
1,15099,Berm,39.98634,86.04414,20150509,5,67.8,90,0.01,0.000387072,32.67518967,0.968687309,0.979338069,0.948672359,1812.527466,0.954487,7.63E-12,0.721753954,0.005116,5
1,15099,Berm,39.98634,86.04414,20150509,6,67.8,90,0.01,0.536868589,36.27266735,0.967911453,0.970526071,0.9393833,1836.250871,0.922174,7.69E-12,0.852252756,0.755399,10
1,15099,Berm,39.98634,86.04414,20150509,7,67.8,90,0.01,0.970389007,49.36153125,0.977909924,0.961356222,0.94011979,1935.556171,0.676054,9.17E-12,0.89849307,2.245667,12
1,15099,Berm,39.98634,86.04414,20150509,8,68.5,89,0.01,0.632475324,46.93819433,0.97024111,0.958853835,0.930319409,1899.23771,0.82511,7.80E-12,0.964100457,1.589143,10
1,15099,Berm,39.98634,86.04414,20150509,9,69.4,85,0.01,0.606347978,47.45005689,0.967101166,0.960509209,0.928909577,1906.523075,0.798501,7.53E-12,0.956905836,1.732243,14
1,15099,Berm,39.98634,86.04414,20150509,10,71.4,83,0.01,0.099090381,43.58547392,0.949550135,0.966975809,0.91819201,1871.35154,0.93609,5.41E-12,0.875519345,0.468775,10
1,15099,Berm,39.98634,86.04414,20150509,11,74.1,75,0.01,0.430230308,43.31098681,0.961323602,0.964038844,0.926753295,1855.83025,0.880834,7.18E-12,0.963026616,1.227875,8
1,15099,Berm,39.98634,86.04414,20150509,12,76.3,72,0.01,0.911554093,45.21756933,0.976584844,0.959242451,0.936781639,1870.93479,0.808916,8.95E-12,0.955484842,1.693084,7
1,15099,Berm,39.98634,86.04414,20150509,13,77.7,67,0.01,0.01083801,43.10031034,0.957189555,0.977771034,0.935912221,1815.169554,0.953948,6.28E-12,0.599468947,0.039549,4
1,15099,Berm,39.98634,86.04414,20150509,14,80.8,65,0.01,1,46.45963018,0.978335507,0.964334438,0.943442622,1921.158733,0.52761,9.27E-12,0.968495272,2.538652,9
1,15099,Berm,39.98634,86.04414,20150509,15,81.7,59,0.01,0.223727501,37.94170806,0.964866469,0.96801709,0.934007232,1821.245415,0.916236,7.49E-12,0.830805696,0.763217,8
1,15099,Berm,39.98634,86.04414,20150509,16,73.2,88,0.01,0.364234566,44.38013456,0.974492521,0.964205427,0.939610978,1882.366217,0.869228,8.62E-12,0.923740244,1.215632,10
1,15099,Berm,39.98634,86.04414,20150509,17,77,70,0.01,0.050319334,35.85780963,0.967801039,0.971510613,0.94022898,1830.928614,0.951593,7.59E-12,0.585932529,0.118796,9
1,15099,Berm,39.98634,86.04414,20150509,18,76.8,77,0.14,0.999419392,42.30600647,0.980101727,0.965710384,0.946494416,1872.823971,0.589722,9.57E-12,0.837558566,2.429579,13
1,15099,Berm,39.98634,86.04414,20150509,19,73,77,0.14,0.094251984,34.7112028,0.976346197,0.972612412,0.94960643,1812.577333,0.923763,8.99E-12,0.477801748,0.540174,15
1,15099,Berm,39.98634,86.04414,20150509,20,68.9,94,0.35,0.996322818,49.04545753,0.979395381,0.955909809,0.936213651,1892.009918,0.703099,9.46E-12,0.986543331,2.15121,9
1,15099,Berm,39.98634,86.04414,20150509,21,68.4,95,0.35,0.842268241,35.56725249,0.9807445,0.973299899,0.954558523,1815.255649,0.829025,9.72E-12,0.530597135,1.426245,6
1,15099,Berm,39.98634,86.04414,20150509,22,68.4,95,0.35,0.674085543,32.592189,0.980508927,0.974716952,0.955718672,1810.17982,0.850406,9.65E-12,0.234523761,1.436453,1
1,15099,Berm,39.98634,86.04414,20150509,23,67.6,95,0.35,0.992645636,32.45386575,0.980737937,0.974907915,0.956129177,1799.903867,0.758276,9.71E-12,0.042688735,1.937693,2
1,15099,Berm,39.98634,86.04414,20150510,0,66,95,0.35,0.830075479,31.12075626,0.980625959,0.974526296,0.955645784,1804.270905,0.630226,9.71E-12,0.226868706,2.366692,2
1,15099,Berm,39.98634,86.04414,20150510,1,65.7,96,0,1,31.30252739,0.980929863,0.974114176,0.955537686,1816.282223,0.624723,9.74E-12,0.432193694,2.380522,1
1,15099,Berm,39.98634,86.04414,20150510,2,65.5,97,0,0.982581769,33.13716241,0.97951548,0.974607886,0.954643511,1807.092803,0.640918,9.44E-12,0.745384871,2.311461,2
1,15099,Berm,39.98634,86.04414,20150510,3,64.6,97,0,1,31.82967365,0.981063505,0.974958088,0.956495799,1809.958353,0.314806,9.69E-12,0.705120421,2.847968,10
1,15099,Berm,39.98634,86.04414,20150510,4,63.7,98,0,1,30.57683796,0.980828053,0.974637169,0.955951477,1802.78026,0.404282,9.66E-12,0.770459087,2.768484,2
1,15099,Berm,39.98634,86.04414,20150510,5,64.2,98,0,1,31.1834741,0.981034243,0.974272041,0.955794235,1808.258179,0.431572,9.80E-12,0.794862752,2.731185,2
1,15099,Berm,39.98634,86.04414,20150510,6,64,98,0,1,48.14992521,0.973288232,0.959470922,0.933841757,1973.86763,0.464893,8.50E-12,0.992088753,2.662025,9
1,15099,Berm,39.98634,86.04414,20150510,7,65.5,97,0,0.999612928,48.75484855,0.977778054,0.956767634,0.935506396,1908.892015,0.595465,9.18E-12,0.98045119,2.431123,9
1,15099,Berm,39.98634,86.04414,20150510,8,67.6,95,0,0.999806464,50.36702732,0.977305415,0.955357764,0.933676316,1928.975825,0.593806,9.09E-12,0.879217547,2.437325,7
1,15099,Berm,39.98634,86.04414,20150510,9,69.1,92,0,1,47.53850581,0.979142546,0.958126294,0.938142219,1897.706184,0.606895,9.46E-12,0.954750344,2.416053,9
1,15099,Berm,39.98634,86.04414,20150510,10,70.5,89,0,1,46.42674561,0.980394694,0.961410386,0.942561642,1859.957911,0.437945,9.62E-12,0.939236488,2.682795,11
1,15099,Berm,39.98634,86.04414,20150510,11,69.3,95,0.19,0.911360557,49.44607377,0.979256464,0.957582519,0.937718871,1917.408285,0.727983,9.42E-12,0.958317802,2.002813,13
1,15099,Berm,39.98634,86.04414,20150510,12,71.6,90,0.19,0.997290497,47.11249935,0.980238067,0.958931393,0.939981055,1861.736056,0.592828,9.66E-12,0.966499163,2.441567,8
1,15099,Berm,39.98634,86.04414,20150510,13,74.8,81,0.19,0.261854074,52.22413043,0.960993827,0.961063767,0.923576347,1852.925695,0.878902,6.57E-12,0.940797952,1.217136,4
1,15099,Berm,39.98634,86.04414,20150510,14,76.3,79,0.19,0.109734856,50.72718482,0.96577852,0.962187056,0.929259591,1889.952837,0.945376,6.88E-12,0.433050624,0.294289,6
1,15099,Berm,39.98634,86.04414,20150510,15,82.8,58,0.19,0.099283917,50.46222929,0.95766466,0.96107049,0.920383244,1917.554232,0.925596,6.03E-12,0.920214464,0.658859,5
