"","Bioac","Hf","Ht","H","wav"
"1",47.0864443205235,0.967170614361187,0.964784820236394,0.93311152731438,"15106_rec_wav/015106_20150530_000000.wav"
"2",48.0085533348118,0.968811555538339,0.962424856970684,0.932408322770532,"15106_rec_wav/015106_20150530_010000.wav"
"3",42.4886512911072,0.971910821047522,0.968154914103751,0.940960237467769,"15106_rec_wav/015106_20150530_020000.wav"
"4",40.2659159099213,0.956347604806463,0.96505021819873,0.92292346469231,"15106_rec_wav/015106_20150530_030000.wav"
"5",39.3877181971463,0.979319182271811,0.970903830806197,0.950824745649694,"15106_rec_wav/015106_20150530_040000.wav"
"6",38.6537724460265,0.969063243633206,0.967961143805627,0.93801556572719,"15106_rec_wav/015106_20150530_050000.wav"
"7",92.1875070968796,0.903359784234378,0.976676707271033,0.882290459547104,"15106_rec_wav/015106_20150530_060000.wav"
"8",51.1236231618107,0.978212999691197,0.965209355441883,0.944180338916812,"15106_rec_wav/015106_20150530_070000.wav"
"9",45.9439582792604,0.980390192694846,0.966700608745145,0.947743796085877,"15106_rec_wav/015106_20150530_080000.wav"
"10",64.0607741012833,0.95499673780728,0.955471543707453,0.912472207308303,"15106_rec_wav/015106_20150530_090000.wav"
"11",48.2745249280093,0.969315658876451,0.95898729346528,0.929561400219443,"15106_rec_wav/015106_20150530_100000.wav"
"12",52.4645871857286,0.956508820116608,0.957344775373538,0.915708721537342,"15106_rec_wav/015106_20150530_110000.wav"
"13",38.5305587391116,0.960360648798784,0.965263738706411,0.927001310366029,"15106_rec_wav/015106_20150530_120000.wav"
"14",39.4510657738843,0.962113185042739,0.965424811144031,0.928847939969068,"15106_rec_wav/015106_20150530_130000.wav"
"15",53.0939016352034,0.954388638742695,0.940848893558795,0.89793549478615,"15106_rec_wav/015106_20150530_140000.wav"
"16",51.1781271058727,0.980412945953686,0.960641720236378,0.941825578942965,"15106_rec_wav/015106_20150530_150000.wav"
"17",41.349493360119,0.965759430926278,0.963978978369971,0.930971789575478,"15106_rec_wav/015106_20150530_160000.wav"
"18",43.9322645784593,0.968024908012864,0.965095332016755,0.934236319999163,"15106_rec_wav/015106_20150530_170000.wav"
"19",40.0152067427113,0.965376032687172,0.956046559710354,0.922944434877401,"15106_rec_wav/015106_20150530_180000.wav"
"20",57.0935895846815,0.975079204964573,0.953423038684492,0.929662978555382,"15106_rec_wav/015106_20150530_190000.wav"
"21",46.1530873497033,0.980471308915705,0.961901362804785,0.943116688237008,"15106_rec_wav/015106_20150530_200000.wav"
"22",46.8287729483805,0.972860399993182,0.960857573936715,0.934780283716552,"15106_rec_wav/015106_20150530_210000.wav"
"23",43.9318007213172,0.980278249388125,0.964602915156461,0.945579257024258,"15106_rec_wav/015106_20150530_220000.wav"
"24",48.2078551129396,0.975032201107691,0.962347268515683,0.93831957545082,"15106_rec_wav/015106_20150530_230000.wav"
"25",42.7660731589563,0.97136079208527,0.962627827798102,0.935058929293288,"15106_rec_wav/015106_20150531_000000.wav"
"26",42.7956306330853,0.979599170073884,0.961768938900464,0.942148054349735,"15106_rec_wav/015106_20150531_010000.wav"
"27",45.4353047743858,0.972935514213895,0.958884975003893,0.93293324622739,"15106_rec_wav/015106_20150531_020000.wav"
"28",42.2856785811661,0.965451160530183,0.961798306800361,0.928569291496373,"15106_rec_wav/015106_20150531_030000.wav"
"29",52.0288882141828,0.972748750265039,0.965878471840676,0.939557076390924,"15106_rec_wav/015106_20150531_040000.wav"
"30",41.6855490900699,0.978612716902945,0.964831570595909,0.944196444654597,"15106_rec_wav/015106_20150531_050000.wav"
"31",53.3867267631729,0.960852097136944,0.957472468383247,0.919989429196929,"15106_rec_wav/015106_20150531_060000.wav"
"32",51.8221953808974,0.870902543282917,0.955929175635722,0.832521150259493,"15106_rec_wav/015106_20150531_070000.wav"
"33",55.9819709906425,0.956102470155756,0.953067601238057,0.911230287769128,"15106_rec_wav/015106_20150531_080000.wav"
"34",58.4574110195017,0.95090881518791,0.953427366448346,0.906622487397126,"15106_rec_wav/015106_20150531_090000.wav"
"35",50.8770447549365,0.963403394110354,0.955776780012964,0.920798593876355,"15106_rec_wav/015106_20150531_100000.wav"
"36",48.2207183064265,0.964757579666713,0.958301402852528,0.924528542007221,"15106_rec_wav/015106_20150531_110000.wav"
"37",50.2771036795187,0.96691174676074,0.956253338905381,0.924612586266792,"15106_rec_wav/015106_20150531_120000.wav"
"38",53.6448243949277,0.944897232488376,0.952394867628849,0.899915274658632,"15106_rec_wav/015106_20150531_130000.wav"
"39",50.5767394868531,0.961358264738706,0.956967758256528,0.919988863488385,"15106_rec_wav/015106_20150531_140000.wav"
"40",46.2066629065586,0.955829083666504,0.959087538364965,0.916723762951348,"15106_rec_wav/015106_20150531_150000.wav"
"41",52.9580410628952,0.961856613586287,0.952276864995287,0.915953800560933,"15106_rec_wav/015106_20150531_160000.wav"
"42",51.4595315549103,0.953006230862339,0.955937978785799,0.911014850100817,"15106_rec_wav/015106_20150531_170000.wav"
"43",60.0249814722739,0.920691410568416,0.965322765790832,0.888764378889766,"15106_rec_wav/015106_20150531_180000.wav"
"44",46.3072512276057,0.974723996482477,0.96291007251309,0.938571554133191,"15106_rec_wav/015106_20150531_190000.wav"
"45",63.9011218345054,0.963145985647847,0.95083595856679,0.915793836503227,"15106_rec_wav/015106_20150531_200000.wav"
"46",46.3639840808961,0.958594538855876,0.962061853862628,0.922227239154275,"15106_rec_wav/015106_20150531_210000.wav"
"47",43.510375289758,0.965383404434756,0.964289707183469,0.930909280382172,"15106_rec_wav/015106_20150531_220000.wav"
"48",37.762612849993,0.951529432575271,0.966894914157391,0.920028969028098,"15106_rec_wav/015106_20150531_230000.wav"
"49",43.4415249018599,0.961018891971845,0.965153830634564,0.92753106489881,"15106_rec_wav/015106_20150601_000000.wav"
"50",39.3895194623561,0.962227817105594,0.967481260242258,0.930937381133477,"15106_rec_wav/015106_20150601_010000.wav"
"51",38.4294277671552,0.970509709072128,0.969068646921447,0.940490530594654,"15106_rec_wav/015106_20150601_020000.wav"
"52",36.7200074426377,0.975574059010302,0.97211433161713,0.94836952431781,"15106_rec_wav/015106_20150601_030000.wav"
"53",39.3200081213713,0.966556315901648,0.967537101928465,0.935179096738135,"15106_rec_wav/015106_20150601_040000.wav"
"54",36.7306530505175,0.958447435800037,0.966258630091868,0.926108106331207,"15106_rec_wav/015106_20150601_050000.wav"
"55",48.3923221996034,0.962106984799755,0.962095380109004,0.925638685246448,"15106_rec_wav/015106_20150601_060000.wav"
"56",43.9767276079446,0.968888799485531,0.9635684740993,0.933590702092177,"15106_rec_wav/015106_20150601_070000.wav"
"57",73.8776886845419,0.933703832606652,0.973637764806698,0.909089312570588,"15106_rec_wav/015106_20150601_080000.wav"
"58",53.9398745746517,0.942887028732823,0.953596356378788,0.899133635076442,"15106_rec_wav/015106_20150601_090000.wav"
"59",43.9586629529723,0.975361990114966,0.964359265183345,0.940599372075033,"15106_rec_wav/015106_20150601_100000.wav"
"60",71.25150432956,0.92163505825294,0.968155366848366,0.89228592792319,"15106_rec_wav/015106_20150601_110000.wav"
"61",78.7717660961692,0.956197684112946,0.970615705502462,0.928100489765107,"15106_rec_wav/015106_20150601_120000.wav"
"62",50.329719857998,0.95552771808072,0.961872734980225,0.919096059539716,"15106_rec_wav/015106_20150601_130000.wav"
"63",45.6455006194565,0.971766048015565,0.960567877927603,0.933447250584405,"15106_rec_wav/015106_20150601_140000.wav"
"64",44.1859335555642,0.968794196306483,0.962017779470313,0.931997241494489,"15106_rec_wav/015106_20150601_150000.wav"
"65",70.8199308108139,0.953984436461681,0.969451788800009,0.924841918415145,"15106_rec_wav/015106_20150601_160000.wav"
"66",41.6298947398429,0.961302040986138,0.960061699996003,0.922909271678779,"15106_rec_wav/015106_20150601_170000.wav"
"67",44.196629162416,0.973883633826851,0.962794391814695,0.937649700928608,"15106_rec_wav/015106_20150601_180000.wav"
"68",40.4939864226126,0.967487491778171,0.964929175057966,0.933556907320411,"15106_rec_wav/015106_20150601_190000.wav"
"69",49.8286396390719,0.944344119913566,0.942947720445833,0.890467135188924,"15106_rec_wav/015106_20150601_200000.wav"
"70",42.5487277282139,0.966556917006043,0.965037685491257,0.932763850083077,"15106_rec_wav/015106_20150601_210000.wav"
"71",39.5819707798293,0.977308798562038,0.965897676646311,0.94398029789707,"15106_rec_wav/015106_20150601_220000.wav"
"72",37.0039875507704,0.980875176536171,0.967333851990906,0.948833762840994,"15106_rec_wav/015106_20150601_230000.wav"
"73",35.344521926141,0.979478444276151,0.967266901639109,0.947417080017288,"15106_rec_wav/015106_20150602_000000.wav"
"74",34.8930756790866,0.979890774900113,0.967843680978173,0.94838109453588,"15106_rec_wav/015106_20150602_010000.wav"
"75",36.7323417334913,0.980509598109062,0.966565404744331,0.947726656551987,"15106_rec_wav/015106_20150602_020000.wav"
"76",35.0890629751577,0.980175744090709,0.964922549656183,0.945793678099153,"15106_rec_wav/015106_20150602_030000.wav"
"77",34.9429784428672,0.980574569742274,0.965065206684866,0.946318399818251,"15106_rec_wav/015106_20150602_040000.wav"
"78",35.0818749973637,0.98101005333073,0.961984643484283,0.94371660640786,"15106_rec_wav/015106_20150602_050000.wav"
"79",52.1022863996066,0.980328032497919,0.960562023160353,0.94166587825701,"15106_rec_wav/015106_20150602_060000.wav"
"80",54.3495228435453,0.980612744284618,0.959806425800218,0.941198413185963,"15106_rec_wav/015106_20150602_070000.wav"
"81",50.6251598389912,0.978711281307058,0.959930172230778,0.939494488829289,"15106_rec_wav/015106_20150602_080000.wav"
"82",46.0997553924403,0.975619011216959,0.963502416146282,0.940011274545787,"15106_rec_wav/015106_20150602_090000.wav"
"83",57.5463071102753,0.968546691004686,0.959786549212187,0.92959808631027,"15106_rec_wav/015106_20150602_100000.wav"
"84",77.0888028606117,0.959685340516424,0.971184364622897,0.932031397667352,"15106_rec_wav/015106_20150602_110000.wav"
"85",48.7867351872035,0.975638844498394,0.96239569630308,0.938950625091364,"15106_rec_wav/015106_20150602_120000.wav"
"86",43.3553018573064,0.965672195257816,0.965328789002381,0.932191170821499,"15106_rec_wav/015106_20150602_130000.wav"
"87",76.0000815716864,0.96453427807011,0.963658569488563,0.929481722627726,"15106_rec_wav/015106_20150602_140000.wav"
"88",40.8943344567829,0.97053103485381,0.964847469875882,0.93641441341472,"15106_rec_wav/015106_20150602_150000.wav"
"89",45.8017727987289,0.980051712737723,0.960508334959599,0.941347838776013,"15106_rec_wav/015106_20150602_160000.wav"
