"","AcouOccupancyR","Bioac","Hf","Ht","H","ACI","AEI","M","NDSI","ADI","NPIC","ASA","BN","SNR","AA","CAE","ADAE","RMS","NA","wav"
"1",0.000787246604999016,45.7113599049727,0.965932028538791,0.964277105564436,0.931426140651369,1949.29401102685,0.954545,7.31582187648394e-12,-0.833748791882422,0,2,0.236284795028869,0.00370370370370376,0.816280469001912,0.595748868333005,1,0.0898118971249985,1259.26365364326,504.887335547587,"6/015116_20150516_000000.wav"
"2",0.188939185199764,43.2982744185005,0.98036581675694,0.969755850780012,0.950715486704768,1827.86089966746,0.863576,9.76405449174027e-12,-0.680808003155388,1.294922,6,0,0,0,0,0,0,174.495347841673,-26.3741032957883,"6/015116_20150516_010000.wav"
"3",0.110411336351112,40.4323505049717,0.978804740969639,0.970493383124679,0.949923524482101,1778.3481267046,0.939273,9.53728576276814e-12,-0.738634611701228,0.479572,6,0,0.00370370370370376,0.119941215613927,0.0051171029324936,0,0,172.706007679493,-31.0460390855907,"6/015116_20150516_020000.wav"
"4",0.184412517221019,37.0170656829683,0.980257618672491,0.97245577962546,0.953257186799954,1700.9756507758,0.931767,9.80772906131566e-12,-0.789099232155542,0.621181,2,0,0,0,0,0,0,112.130486283216,9.13815253280551,"6/015116_20150516_030000.wav"
"5",0.0265695729187168,38.9372598331212,0.980083955136602,0.971160226937999,0.951818556288754,1722.35115010069,0.937261,9.77043929822361e-12,-0.826838131122599,0.502587,6,0,0,0.0315709391973392,0.000393623302499508,0,0,149.611244201117,12.2138565473552,"6/015116_20150516_040000.wav"
"6",0.11198582956111,35.4158084956127,0.980841881523653,0.972197793145422,0.953572312641899,1662.25636895819,0.952415,9.85872229948057e-12,-0.877100419108312,0.111537,1,0,0,0,0,0,0,128.487374339043,-14.1352727656653,"6/015116_20150516_050000.wav"
"7",0.00669159614249164,48.7100219903319,0.969440899621289,0.964976761268117,0.935487939557402,1769.79380790741,0.942373,8.2195048376267e-12,-0.716503378615127,0.320892,10,0,0.00370370370370376,0.512545918259756,0.12005510726235,0.321428571428571,0.0732718568909045,452.69156252885,3.88897442796753,"6/015116_20150516_060000.wav"
"8",0.0289313127337138,60.9443471299504,0.896563701885732,0.956593164697271,0.857646708939573,2132.74781183529,0.799272,4.54656218518445e-12,0.796389448094747,1.708652,21,0.0961675219080244,0.00370370370370376,1,0.0741979925211572,0.164285714285714,0.20595090209997,1944.51191715869,-633.452586266354,"6/015116_20150516_070000.wav"
"9",0.000393623302499508,44.9326182610895,0.978417363532377,0.967916942876099,0.947026743367151,1712.80707910448,0.953686,9.50740919810492e-12,-0.951365798032358,0.033069,5,0,0.00370370370370376,0.467349854121316,0.088762054713639,0.0714285714285714,0.0789478458049887,402.307145168674,40.5652577013572,"6/015116_20150516_080000.wav"
"10",0.0047234796299941,71.4071816914573,0.959765207864022,0.975822968138315,0.936560933853758,1850.17726341902,0.949838,6.43477722779159e-12,-0.620065045625557,0.156318,21,0.529116561129737,0.00370370370370376,1,0.874630978153907,1,0.246633572347858,4077.84067364111,-1362.44790036886,"6/015116_20150516_090000.wav"
"11",0.00157449320999803,43.1167232404309,0.954191425583178,0.96873190947032,0.924355681705399,1702.65058011811,0.954545,6.09658989341329e-12,-0.957265781103507,0,3,0.0678880292105189,0.00370370370370376,0.675421820066726,0.23184412517221,0.992857142857143,0.0887035677580385,788.940931535013,-353.324142025752,"6/015116_20150516_100000.wav"
"12",0.0393623302499508,79.5524715037026,0.954794519819525,0.97096802307937,0.92707494735618,1771.34602774571,0.844831,6.24344138825624e-12,0.717736127062299,1.451495,16,0.322469381427849,0.00370370370370376,0.851963246315105,0.655579610312931,1,0.109848246991104,2091.04514697319,369.502135280416,"6/015116_20150516_110000.wav"
