,AcouOccupancyR,Bioac,Ht,Hf,ACI,AEI,M,NDSI,ADI,NPIC,ASA,BN,SNR,AA,CAE,ADAE,RMS,NA,wav
70,0.000393623,51.85184442,0.966311814,0.966367732,1841.25819,0.953834,7.36E-12,-0.95612167,0.045774,2,0.425613887,0.003703704,0.96327302,0.835268648,1,0.171372153,2560.07836,-1671.783527,15106_PreEvent/015106_20150511_210000.wav
71,0.00118087,37.80568525,0.969248137,0.961028147,1803.653882,0.954545,7.71E-12,-0.99204362,0,0,0.554034638,0.003703704,1,0.945876796,1,0.289091943,3965.198617,-1932.490085,15106_PreEvent/015106_20150511_220000.wav
72,0.103129305,40.16195155,0.972857118,0.956221044,1925.130198,0.954545,8.18E-12,-0.991331943,0,0,0.857627649,0.003703704,1,0.997244637,0.421428571,1,11884.06284,-7838.70511,15106_PreEvent/015106_20150511_230000.wav
73,0.00236174,37.08507127,0.969262129,0.96411888,1799.217991,0.954545,7.77E-12,-0.992525046,0,0,0.515875898,0.003703704,0.989523435,0.930131864,1,0.240347974,3460.078444,-2459.594664,15106_PreEvent/015106_20150512_000000.wav
74,0.016138555,38.50841853,0.971389957,0.958690801,1876.574234,0.954545,8.04E-12,-0.991218509,0,0,0.720341773,0.003703704,1,0.993898839,0.985714286,0.819428834,7245.246571,-3608.59307,15106_PreEvent/015106_20150512_010000.wav
75,0.008266089,37.50887477,0.96549268,0.963490644,1834.290365,0.954545,7.30E-12,-0.993897392,0,0,0.63661848,0.003703704,1,0.963393033,1,0.391601397,5741.273234,-4239.943204,15106_PreEvent/015106_20150512_020000.wav
76,0.001771305,35.15746968,0.967070932,0.967017207,1708.292535,0.954545,7.44E-12,-0.987208578,0,0,0.290252636,0.003703704,0.752251228,0.685494981,1,0.121968553,1517.321828,-1239.982375,15106_PreEvent/015106_20150512_030000.wav
77,0.000590435,34.71196354,0.973596957,0.969983644,1669.731591,0.954545,8.40E-12,-0.958868866,0,0,0.107498739,0.003703704,0.539774751,0.410745916,1,0.067645888,690.9574687,-463.3319788,15106_PreEvent/015106_20150512_040000.wav
78,0.004526668,35.25855097,0.969118023,0.965828509,1712.400748,0.954545,7.74E-12,-0.990643834,0,0,0.350835343,0.003703704,0.819875991,0.800432986,1,0.109577314,1849.242418,-1172.287017,15106_PreEvent/015106_20150512_050000.wav
79,0.004133045,40.76109933,0.965134168,0.963836745,1773.877754,0.954545,7.10E-12,-0.991856242,0,0,0.518786296,0.003703704,0.951753821,0.894705767,1,0.241819242,3653.825116,-2700.820265,15106_PreEvent/015106_20150512_060000.wav
80,0.034245227,73.03063744,0.964684033,0.963643583,1749.049695,0.851683,7.32E-12,0.643172627,1.401862,21,0.404842059,0.003703704,0.940633216,0.846486912,1,0.128964883,2490.687646,-490.8202484,15106_PreEvent/015106_20150512_070000.wav
81,0.004526668,45.90653881,0.957440928,0.960911972,1812.637972,0.954545,5.76E-12,-0.990156978,0,0,0.553108079,0.003703704,1,0.862231844,1,0.267227601,4513.585188,-2951.464916,15106_PreEvent/015106_20150512_080000.wav
82,0.180673096,40.20454226,0.972614711,0.953438903,1911.203739,0.954545,8.04E-12,-0.989862742,0,0,0.895939919,0.003703704,1,0.996260579,0.364285714,1,13616.30706,-6443.075657,15106_PreEvent/015106_20150512_090000.wav
83,0.028537689,39.46937972,0.972897197,0.95777093,1902.792244,0.954545,8.36E-12,-0.991959116,0,0,0.776700348,0.003703704,1,0.994292462,0.5,1,8772.009609,-5741.381621,15106_PreEvent/015106_20150512_100000.wav
84,0.055500886,38.11280106,0.973123422,0.957467404,1878.670435,0.954545,8.26E-12,-0.991674942,0,0,0.816729456,0.003703704,0.780138132,0.956307813,0.371428571,1,10131.2484,-6531.877208,15106_PreEvent/015106_20150512_110000.wav
85,0.059437119,38.2724929,0.973600964,0.957639508,1868.38537,0.954545,8.38E-12,-0.991285636,0,1,0.814437298,0.003703704,0.781197613,0.960834481,0.4,1,10038.81348,-7030.296596,15106_PreEvent/015106_20150512_120000.wav
86,0.032473922,38.87622924,0.973359554,0.95759541,1868.304305,0.954545,8.39E-12,-0.991569389,0,1,0.795543031,0.003703704,0.790917841,0.95119071,0.535714286,1,9337.124838,-5456.875646,15106_PreEvent/015106_20150512_130000.wav
87,0.206061799,36.85835216,0.976807286,0.952284739,1859.848589,0.954545,8.84E-12,-0.990410268,0,0,0.93024228,0.003703704,0.802634191,0.986223184,0.1,1,14914.13462,-8396.242495,15106_PreEvent/015106_20150512_140000.wav
88,0.023617398,39.10676676,0.966948027,0.959543968,1847.100265,0.954545,7.23E-12,-0.992753333,0,0,0.716642314,0.003703704,1,0.986026373,1,0.610723723,7529.277774,-5362.472036,15106_PreEvent/015106_20150512_150000.wav
89,0.014367251,40.75819579,0.960667091,0.959542757,1796.364374,0.954545,6.58E-12,-0.991571186,0,1,0.634432798,0.003703704,1,0.934658532,1,0.394739229,5990.499231,-4317.618053,15106_PreEvent/015106_20150512_160000.wav
90,0.045660303,69.49600009,0.969684629,0.953116557,1855.97983,0.888806,7.94E-12,0.067159255,1.132293,9,0.62516575,0.003703704,1,0.970084629,1,0.49219763,5214.559355,-3122.695827,15106_PreEvent/015106_20150512_170000.wav
91,0.003148986,39.09287768,0.969369855,0.959884142,1828.437992,0.954545,7.77E-12,-0.992535735,0,1,0.600792314,0.003703704,1,0.961621728,1,0.381946348,4779.071864,-3520.818047,15106_PreEvent/015106_20150512_180000.wav
92,0.009840583,39.31997342,0.967750943,0.960586096,1855.901925,0.954545,7.53E-12,-0.991989398,0,0,0.652883098,0.003703704,1,0.97382405,1,0.463486518,5923.941208,-4273.639677,15106_PreEvent/015106_20150512_190000.wav
93,0.000590435,40.43496969,0.964246006,0.965567531,1700.145971,0.954545,7.17E-12,-0.974991917,0,3,0.270916524,0.003703704,0.842599339,0.631962212,1,0.124033864,1491.150177,-1083.569988,15106_PreEvent/015106_20150512_200000.wav
94,0.001377682,41.22405418,0.967156775,0.966938786,1668.040996,0.952931,7.35E-12,-0.784439742,0.073688,6,0,0.003703704,0.453366453,0.187561504,0.442857143,0.067412772,457.8041895,-307.3739246,15106_PreEvent/015106_20150512_210000.wav
95,0.00236174,35.24567734,0.979653464,0.967407336,1649.070529,0.95422,9.67E-12,-0.891234774,0.023709,1,0,0.003703704,0.118546047,0.002558551,0,0,180.2606636,-60.24846509,15106_PreEvent/015106_20150512_220000.wav
96,0.064160598,34.82506922,0.977173644,0.966834227,1650.816639,0.954263,9.05E-12,-0.966606892,0.021031,1,0,0.003703704,0.140348448,0.034245227,0,0,290.2386765,-86.51250197,15106_PreEvent/015106_20150512_230000.wav
97,0.084825822,33.57878677,0.981094139,0.97066976,1648.065506,0.954018,9.94E-12,-0.911979697,0.035662,1,0,0,0.002437237,0.000196812,0,0,169.7419571,-49.4896125,15106_PreEvent/015106_20150513_000000.wav
98,0.142294824,32.57394945,0.980445018,0.970435325,1648.633979,0.954025,9.83E-12,-0.868155886,0.035291,1,0,0,0,0,0,0,146.0008031,-43.53124076,15106_PreEvent/015106_20150513_010000.wav
99,0.043692187,32.44060304,0.980625385,0.971453446,1652.633958,0.952771,9.91E-12,-0.798232978,0.096157,1,0,0,0,0,0,0,116.358732,-33.76174055,15106_PreEvent/015106_20150513_020000.wav
100,0.157449321,32.84172932,0.980895785,0.971004833,1649.665653,0.949836,9.84E-12,-0.835442222,0.204143,2,0,0,0,0,0,0,127.1078836,-36.39261388,15106_PreEvent/015106_20150513_030000.wav
101,0.003148986,33.9918578,0.978399122,0.968752545,1651.45305,0.954511,9.46E-12,-0.908537134,0.003327,0,0,0.003703704,0.253889247,0.012989569,0.014285714,0.046439909,238.0536955,-99.4860193,15106_PreEvent/015106_20150513_040000.wav
102,0.000787247,33.97179809,0.979749226,0.967227922,1645.525266,0.954545,9.71E-12,-0.936043658,0,1,0,0.003703704,0.220774998,0.013383192,0.014285714,0.034829932,253.483493,-86.34727145,15106_PreEvent/015106_20150513_050000.wav
103,0.217673686,48.70916202,0.98063692,0.964085324,1790.122726,0.9064,9.85E-12,-0.829088819,0.897746,8,0,0.003703704,0.213024809,0.131470183,0.007142857,0.023219955,405.8847061,-124.8127211,15106_PreEvent/015106_20150513_060000.wav
104,0.033457981,73.07961876,0.945960554,0.968940318,1888.484799,0.830338,7.38E-12,0.748469565,1.587456,31,0.179581889,0.003703704,1,0.464278685,0.592857143,0.082528754,1806.822563,131.6674752,15106_PreEvent/015106_20150513_070000.wav
105,0.12753395,44.47298103,0.98030315,0.962119466,1685.236257,0.948018,9.80E-12,-0.965289754,0.242564,7,0.124645396,0.003703704,0.315555188,0.55185987,1,0.027236379,669.7261705,-164.5654333,15106_PreEvent/015106_20150513_080000.wav
106,0.003148986,45.57143983,0.971405508,0.962427479,1727.569909,0.954262,8.07E-12,-0.968427887,0.018204,5,0.270347186,0.003703704,0.669501485,0.707341075,1,0.09303671,1323.619905,-533.8946912,15106_PreEvent/015106_20150513_090000.wav
107,0.000590435,41.73856454,0.961137702,0.963773754,1693.574955,0.954503,6.99E-12,-0.972048224,0.004056,2,0.207419536,0.003703704,0.835716093,0.494981303,1,0.091550432,1252.107618,-331.6429581,15106_PreEvent/015106_20150513_100000.wav
108,0.001377682,46.00910875,0.96258317,0.960134329,1713.148875,0.954517,7.21E-12,-0.94742266,0.002796,7,0.210607023,0.003703704,0.812985609,0.534737256,1,0.091472549,1246.747515,-659.5178157,15106_PreEvent/015106_20150513_110000.wav
109,0.001968117,43.44050971,0.968344088,0.965564027,1691.940253,0.954088,7.72E-12,-0.906764403,0.031668,3,0.069212838,0.003703704,0.585863475,0.279275733,0.935714286,0.079585951,650.492893,-352.9339981,15106_PreEvent/015106_20150513_120000.wav
110,0.000787247,47.35119626,0.954031391,0.961264989,1710.862217,0.954159,6.01E-12,-0.895842595,0.024361,3,0.155039509,0.003703704,0.782723884,0.34205865,1,0.101632891,1107.011753,159.3992364,15106_PreEvent/015106_20150513_130000.wav
111,0.001377682,37.6890501,0.96838379,0.959151826,1808.720221,0.954545,7.60E-12,-0.991857336,0,0,0.538725006,0.003703704,1,0.939382011,1,0.285712611,3806.16671,-2708.006056,15106_PreEvent/015106_20150513_140000.wav
112,0.001968117,40.73693299,0.965205667,0.962126324,1753.201598,0.954545,7.26E-12,-0.986823886,0,2,0.429515081,0.003703704,0.920545781,0.838614446,1,0.170533437,2619.646574,-1400.57629,15106_PreEvent/015106_20150513_150000.wav
113,0.071245818,77.07002108,0.936020134,0.955567043,1779.083673,0.789421,5.65E-12,0.801162934,1.715454,12,0.125033998,0.003703704,0.824380578,0.200551073,0.478571429,0.158727451,1346.465493,133.0824948,15106_PreEvent/015106_20150513_160000.wav
114,0.00472348,50.50395746,0.968442452,0.962515321,1792.212381,0.953643,7.61E-12,-0.943340546,0.055657,5,0.352699661,0.003703704,0.827600793,0.815981106,1,0.11719866,1893.143381,-423.6929433,15106_PreEvent/015106_20150513_170000.wav
115,0.021846093,52.01658515,0.977455052,0.97174272,1725.440537,0.883127,9.28E-12,-0.58735648,1.010004,13,0,0.003703704,0.289713982,0.083251328,0.085714286,0.040634921,342.8394152,-38.55491506,15106_PreEvent/015106_20150513_180000.wav
